	order_s_in_text	sentence	word	tf_idf
272	273	Такие суровые законы были выведены из практики, для обуздания княгини Веры и Анны Николаевны, которые в азарте не знали никакого удержу	['суровый', 'закон', 'вывести', 'практика', 'обуздание', 'княгиня', 'вера', 'анна', 'николаевич', 'азарт', 'знать', 'никакой', 'удержать']	[0.23120072656617544, 0.18488841954094754, 0.23120072656617544, 0.20804457305356147, 0.23120072656617544, 0.12503063104989803, 0.0823931533935933, 0.11339465602446348, 0.10554930690620723, 0.20804457305356147, 0.09613342997598377, 0.17134293807512593, 0.23120072656617544]
273	274	Общий проигрыш редко достигал ста — двухсот рублей Сели за покер и на этот раз	['общий', 'проигрыш', 'редко', 'достигать', 'сто', 'двести', 'рубль', 'сель', 'покер']	[0.28094313229340195, 0.33395660504003116, 0.33395660504003116, 0.33395660504003116, 0.28094313229340195, 0.28094313229340195, 0.3005088277440332, 0.33395660504003116, 0.2670610504480353]
274	275	Вера, не принимавшая участия в игре, хотела выйти на террасу, где накрывали к чаю, но вдруг ее с несколько таинственным видом вызвала из гостиной горничная — Что такое, Даша	['вера', 'принимать', 'участие', 'игра', 'хотеть', 'выйти', 'терраса', 'накрывать', 'чай', 'несколько', 'таинственный', 'вид', 'вызвать', 'гостиная', 'горничная', 'даша']	[0.06694443713229455, 0.14416496506401635, 0.18785059033501753, 0.14416496506401635, 0.1065362156060187, 0.14416496506401635, 0.1392161371860398, 0.1690362156060187, 0.15022184087701987, 0.12040176245704097, 0.1690362156060187, 0.13503196283412647, 0.1580305119150386, 0.18785059033501753, 0.1690362156060187, 0.1580305119150386]
275	276	— с неудовольствием спросила княгиня Вера, проходя в свой маленький кабинет, рядом со спальней	['неудовольствие', 'спросить', 'княгиня', 'вера', 'проходить', 'свой', 'маленький', 'кабинет', 'рядом', 'спальня']	[0.27045794496962994, 0.16253982036486747, 0.16253982036486747, 0.10711109941167128, 0.27045794496962994, 0.12896061017254812, 0.18916660930534437, 0.30056094453602805, 0.2528488190640618, 0.30056094453602805]
276	277	— Что у вас за глупый вид	['глупый', 'вид']	[1.1533197205121308, 1.0802557026730117]
277	278	И что такое вы вертите в руках	['вертеть', 'рука']	[1.5028047226801402, 0.7072724191668907]
278	279	Даша положила на стол небольшой квадратный предмет, завернутый аккуратно в белую бумагу и тщательно перевязанный розовой ленточкой — Я, ей-богу, не виновата, ваше сиятельство, — залепетала она, вспыхнув румянцем от обиды	['даша', 'положить', 'стол', 'небольшой', 'квадратный', 'предмет', 'завернуть', 'аккуратно', 'белый', 'бумага', 'тщательно', 'перевязать', 'розовый', 'ленточка', 'ей-богу', 'виноватый', 'ваш', 'сиятельство', 'залепетать', 'вспыхнуть', 'румянец', 'обида']	[0.11493128139275535, 0.09556906628946985, 0.08598482241152017, 0.1092522479105599, 0.12293542953164996, 0.11493128139275535, 0.12293542953164996, 0.1092522479105599, 0.09324395163277072, 0.1092522479105599, 0.13661861115274002, 0.13661861115274002, 0.10484724731928462, 0.13661861115274002, 0.11493128139275535, 0.09556906628946985, 0.06947673593820991, 0.09324395163277072, 0.13661861115274002, 0.12293542953164996, 0.13661861115274002, 0.11493128139275535]
279	280	— Он пришел и сказал — Кто такой — он	['прийти', 'сказать']	[0.9632140996563278, 0.5802557026730119]
280	281	— Красная шапка, ваше сиятельство	['красный', 'шапка', 'ваш', 'сиятельство']	[0.5014023613400701, 0.7514023613400701, 0.3821220476601545, 0.5128417339802389]
281	282	посыльный — И что же	['посыльный']	[3.0056094453602804]
282	283	— Пришел на кухню и положил вот это на стол	['прийти', 'кухня', 'положить', 'стол']	[0.4816070498281639, 0.6761448624240748, 0.5256298645920842, 0.4729165232633609]
283	284	«Передайте, говорит, вашей барыне	['передать', 'говорить', 'ваш', 'барыня']	[0.5766598602560654, 0.3430352474451735, 0.3821220476601545, 0.7514023613400701]
284	285	Но только, говорит, в ихние собственные руки»	['говорить', 'ихний', 'собственный', 'рука']	[0.3430352474451735, 0.6761448624240748, 0.6321220476601545, 0.3536362095834453]
